Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Estimated LTV,promo_dependency_score,satisfaction_flag,value_tier,loyalty_score_A,loyalty_score_B
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,224,0.0,1,Bronze,0.13707692307692307,0.08900000000000001
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,3195,0.0,1,Gold,0.7756666666666666,0.08900000000000001
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,2400,0.0,0,Gold,0.6605641025641026,0.08900000000000001
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,1394,0.0,1,Silver,0.49464102564102563,0.22123076923076923
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,988,0.0,1,Bronze,0.4174871794871795,0.43338461538461537
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,1122,0.0,0,Silver,0.6065128205128205,0.3070769230769231
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,1720,0.0,0,Silver,0.605948717948718,0.22123076923076923
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,4692,0.0,0,Platinum,0.9505128205128205,0.3070769230769231
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,1034,0.0,0,Bronze,0.481051282051282,0.22123076923076923
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,1452,0.0,1,Silver,0.5083076923076923,0.5586153846153846
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,1862,0.0,0,Silver,0.5891538461538461,0.5586153846153846
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,416,0.0,0,Bronze,0.2097948717948718,0.3070769230769231
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,1064,0.0,1,Silver,0.4173076923076923,0.08900000000000001
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,576,0.0,0,Bronze,0.34312820512820513,0.5586153846153846
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,4950,0.0,0,Platinum,0.9774615384615384,0.22123076923076923
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly,1710,0.0,1,Silver,0.6183846153846153,0.3070769230769231
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,1344,0.0,1,Silver,0.5281025641025641,0.43338461538461537
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,1053,0.0,1,Bronze,0.4905384615384615,0.43338461538461537
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,264,0.0,1,Bronze,0.13787179487179488,0.5586153846153846
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,2132,0.0,1,Gold,0.6041025641025641,0.5586153846153846
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,1064,0.0,1,Silver,0.39089743589743586,0.22123076923076923
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,175,0.0,0,Bronze,0.10046153846153846,0.08900000000000001
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,2412,0.0,0,Gold,0.6537435897435897,0.22123076923076923
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,672,0.0,0,Bronze,0.376974358974359,0.43338461538461537
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually,1134,0.0,0,Silver,0.5263846153846153,0.08900000000000001
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,873,0.0,1,Bronze,0.47671794871794876,0.08900000000000001
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,1575,0.0,1,Silver,0.5385128205128205,0.43338461538461537
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,1323,0.0,1,Silver,0.44866666666666666,0.08900000000000001
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,3900,0.0,1,Platinum,0.8501282051282051,0.08900000000000001
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,1368,0.0,0,Silver,0.5158461538461538,0.22123076923076923
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually,315,0.0,0,Bronze,0.20266666666666666,0.08900000000000001
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly,4641,0.0,0,Platinum,0.9459487179487179,0.5586153846153846
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly,3936,0.0,1,Platinum,0.8663333333333334,0.5586153846153846
2291,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly,1152,0.0,0,Silver,0.4148717948717948,0.22123076923076923
2292,28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13,Credit Card,Quarterly,420,0.0,1,Bronze,0.20487179487179485,0.22123076923076923
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly,1088,0.0,0,Silver,0.4451794871794872,0.3070769230769231
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months,1156,0.0,0,Silver,0.4274615384615385,0.08900000000000001
2295,54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,No,Express,No,No,40,Debit Card,Annually,3895,0.0,1,Platinum,0.8480769230769232,0.08900000000000001
2296,50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly,1012,0.0,0,Bronze,0.5455897435897435,0.22123076923076923
2297,46,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months,4488,0.0,0,Platinum,0.9298461538461539,0.08900000000000001
2298,60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly,166,0.0,1,Bronze,0.31953846153846155,0.22123076923076923
2299,40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months,957,0.0,0,Bronze,0.445923076923077,0.08900000000000001
2300,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months,2793,0.0,0,Gold,0.7592051282051282,0.08900000000000001
2301,18,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly,3432,0.0,1,Platinum,0.7876153846153846,0.3070769230769231
2302,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually,440,0.0,0,Bronze,0.2503333333333333,0.08900000000000001
2303,36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly,1521,0.0,0,Silver,0.5537692307692308,0.3070769230769231
2304,51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly,2272,0.0,1,Gold,0.6235897435897436,0.43338461538461537
2305,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly,730,0.0,1,Bronze,0.3684102564102564,0.43338461538461537
2306,68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly,3024,0.0,0,Gold,0.7733589743589744,0.5586153846153846
2307,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly,702,0.0,0,Bronze,0.38153846153846155,0.43338461538461537
2308,28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually,2976,0.0,0,Gold,0.7327948717948718,0.08900000000000001
2309,49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,1863,0.0,0,Silver,0.5624102564102564,0.22123076923076923
2310,70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly,380,0.0,1,Bronze,0.402923076923077,0.22123076923076923
2311,30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly,1088,0.0,1,Silver,0.4164615384615385,0.3070769230769231
2312,27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months,308,0.0,1,Bronze,0.15812820512820513,0.08900000000000001
2313,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months,600,0.0,0,Bronze,0.2755641025641026,0.08900000000000001
2314,64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly,1147,0.0,1,Silver,0.4883076923076923,0.43338461538461537
2315,42,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months,1235,0.0,1,Silver,0.5113846153846154,0.08900000000000001
2316,69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly,3950,0.0,0,Platinum,0.8762820512820513,0.22123076923076923
2317,28,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually,312,0.0,0,Bronze,0.18553846153846154,0.08900000000000001
2318,47,Male,Jacket,Outerwear,34,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,No,28,Bank Transfer,Monthly,986,0.0,1,Bronze,0.4083333333333333,0.3070769230769231
2319,69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually,868,0.0,0,Bronze,0.3987435897435897,0.08900000000000001
2320,56,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5.0,No,Free Shipping,No,No,29,PayPal,Monthly,1140,0.0,1,Silver,0.44092307692307686,0.3070769230769231
2321,28,Male,Shoes,Footwear,55,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,No,9,Debit Card,Every 3 Months,550,0.0,0,Bronze,0.28112820512820513,0.08900000000000001
2322,50,Male,Sandals,Footwear,31,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,No,27,Debit Card,Fortnightly,868,0.0,0,Bronze,0.3794615384615385,0.43338461538461537
2323,39,Male,Coat,Outerwear,84,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Fortnightly,1848,0.0,1,Silver,0.5655128205128205,0.43338461538461537
2324,35,Male,Gloves,Accessories,93,Maryland,L,White,Winter,4.7,No,Express,No,No,36,Credit Card,Monthly,3441,0.0,1,Platinum,0.7897435897435897,0.3070769230769231
2325,59,Male,Coat,Outerwear,28,Oregon,L,Brown,Winter,3.5,No,Free Shipping,No,No,19,Debit Card,Annually,560,0.0,0,Bronze,0.26474358974358975,0.08900000000000001
2326,44,Male,Boots,Footwear,55,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,No,47,Cash,Weekly,2640,0.0,1,Gold,0.7356666666666667,0.5586153846153846
2327,66,Male,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually,2457,0.0,0,Gold,0.6667435897435897,0.08900000000000001
2328,20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly,2162,0.0,1,Gold,0.6262051282051282,0.43338461538461537
2329,45,Male,Pants,Clothing,36,North Dakota,M,Maroon,Fall,2.6,No,Express,No,No,29,Venmo,Bi-Weekly,1080,0.0,0,Silver,0.4298461538461538,0.43338461538461537
2330,49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,Annually,4171,0.0,1,Platinum,0.8824102564102564,0.08900000000000001
2331,60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months,3024,0.0,0,Gold,0.7733589743589744,0.08900000000000001
2332,61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,847,0.0,1,Bronze,0.3978717948717949,0.43338461538461537
2333,36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,Monthly,583,0.0,0,Bronze,0.2835641025641026,0.3070769230769231
2334,33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,PayPal,Every 3 Months,154,0.0,0,Bronze,0.2894871794871795,0.08900000000000001
2335,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly,632,0.0,1,Bronze,0.3762051282051282,0.3070769230769231
2336,31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,Fortnightly,407,0.0,0,Bronze,0.2066923076923077,0.43338461538461537
2337,19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,Weekly,1128,0.0,0,Silver,0.4932051282051282,0.5586153846153846
2338,39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,Annually,456,0.0,0,Bronze,0.33671794871794875,0.08900000000000001
2339,66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4.0,No,Express,No,No,21,PayPal,Quarterly,1496,0.0,1,Silver,0.48823076923076925,0.22123076923076923
2340,25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,Quarterly,1625,0.0,0,Silver,0.5084102564102564,0.22123076923076923
2341,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,Fortnightly,912,0.0,0,Bronze,0.4635641025641026,0.43338461538461537
2342,56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22,Venmo,Every 3 Months,713,0.0,1,Bronze,0.31923076923076926,0.08900000000000001
2343,20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16,Debit Card,Fortnightly,1513,0.0,1,Silver,0.5276153846153846,0.43338461538461537
2344,58,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,Monthly,2205,0.0,1,Gold,0.6699230769230768,0.3070769230769231
2345,34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly,1380,0.0,0,Silver,0.5195128205128206,0.43338461538461537
2346,28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Express,No,No,23,Bank Transfer,Every 3 Months,768,0.0,0,Bronze,0.3356923076923077,0.08900000000000001
2347,22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46,Debit Card,Fortnightly,3149,0.0,0,Gold,0.7805897435897435,0.43338461538461537
2348,37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,No,Express,No,No,46,Cash,Every 3 Months,3008,0.0,1,Gold,0.7659230769230769,0.08900000000000001
2349,54,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,PayPal,Every 3 Months,1428,0.0,1,Silver,0.5047435897435898,0.08900000000000001
2350,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,Every 3 Months,1394,0.0,0,Silver,0.552025641025641,0.08900000000000001
2351,57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually,572,0.0,1,Bronze,0.2815641025641025,0.08900000000000001
2352,38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,PayPal,Bi-Weekly,1300,0.0,1,Silver,0.4491794871794872,0.43338461538461537
2353,70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,Quarterly,1196,0.0,0,Silver,0.43199999999999994,0.22123076923076923
2354,56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months,1846,0.0,1,Silver,0.5506666666666666,0.08900000000000001
2355,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Venmo,Monthly,2184,0.0,1,Gold,0.607923076923077,0.3070769230769231
2356,22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,Cash,Monthly,455,0.0,1,Bronze,0.21984615384615386,0.3070769230769231
2357,57,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3.0,No,Free Shipping,No,No,27,Debit Card,Quarterly,1624,0.0,0,Silver,0.5116666666666667,0.22123076923076923
2358,53,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly,2747,0.0,1,Gold,0.711051282051282,0.43338461538461537
2359,53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38,Credit Card,Quarterly,3627,0.0,0,Platinum,0.8125897435897436,0.22123076923076923
2360,19,Male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,Every 3 Months,3645,0.0,0,Platinum,0.8237179487179487,0.08900000000000001
2361,49,Male,Handbag,Accessories,80,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,Every 3 Months,2240,0.0,1,Gold,0.6176153846153847,0.08900000000000001
2362,44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,Every 3 Months,1984,0.0,1,Silver,0.5757692307692308,0.08900000000000001
2363,27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24,Credit Card,Monthly,1025,0.0,0,Bronze,0.39471794871794874,0.3070769230769231
2364,60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,Bi-Weekly,3081,0.0,1,Gold,0.7444358974358973,0.43338461538461537
2365,62,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,Quarterly,300,0.0,1,Bronze,0.24615384615384617,0.22123076923076923
2366,52,Male,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Venmo,Monthly,3003,0.0,0,Gold,0.7347179487179487,0.3070769230769231
2367,30,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly,2178,0.0,0,Gold,0.6127692307692307,0.43338461538461537
2368,66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,Bi-Weekly,2465,0.0,0,Gold,0.6552051282051282,0.43338461538461537
2369,29,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months,266,0.0,0,Bronze,0.16907692307692307,0.08900000000000001
2370,24,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly,575,0.0,1,Bronze,0.3007692307692308,0.3070769230769231
2371,51,Male,Shoes,Footwear,71,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38,Venmo,Weekly,2769,0.0,0,Gold,0.7062820512820512,0.5586153846153846
2372,67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,Annually,725,0.0,0,Bronze,0.36084615384615387,0.08900000000000001
2373,50,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9,PayPal,Fortnightly,390,0.0,0,Bronze,0.20584615384615385,0.43338461538461537
2374,37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21,Debit Card,Every 3 Months,440,0.0,1,Bronze,0.2503333333333333,0.08900000000000001
2375,69,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly,2336,0.0,1,Gold,0.6336410256410256,0.3070769230769231
2376,60,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly,1197,0.0,0,Silver,0.4238205128205128,0.22123076923076923
2377,21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,Weekly,564,0.0,1,Bronze,0.4248205128205128,0.5586153846153846
2378,44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,No,22,Cash,Annually,2162,0.0,1,Gold,0.6262051282051282,0.08900000000000001
2379,26,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly,2698,0.0,0,Gold,0.6948974358974359,0.43338461538461537
2380,40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,No,22,Debit Card,Monthly,1771,0.0,1,Silver,0.5430256410256411,0.3070769230769231
2381,41,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly,2442,0.0,0,Gold,0.658923076923077,0.43338461538461537
2382,62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually,552,0.0,1,Bronze,0.28815384615384615,0.08900000000000001
2383,39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Express,No,No,44,Debit Card,Weekly,2700,0.0,0,Gold,0.7225384615384615,0.5586153846153846
2384,53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually,1872,0.0,1,Silver,0.5557435897435897,0.08900000000000001
2385,24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,Quarterly,1435,0.0,0,Silver,0.5565384615384615,0.22123076923076923
2386,41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12,PayPal,Weekly,403,0.0,0,Bronze,0.1986153846153846,0.5586153846153846
2387,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14,Venmo,Monthly,495,0.0,0,Bronze,0.23417948717948717,0.3070769230769231
2388,36,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,No,14,Debit Card,Monthly,1425,0.0,1,Silver,0.5351538461538462,0.3070769230769231
2389,21,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually,748,0.0,1,Bronze,0.3554615384615385,0.08900000000000001
2390,25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,Every 3 Months,1566,0.0,0,Silver,0.5284615384615384,0.08900000000000001
2391,65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,Fortnightly,1600,0.0,1,Silver,0.5035384615384615,0.43338461538461537
2392,42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly,2368,0.0,1,Gold,0.6384615384615385,0.22123076923076923
2393,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually,2294,0.0,0,Gold,0.6386666666666666,0.08900000000000001
2394,58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5.0,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,3783,0.0,1,Platinum,0.8347948717948718,0.08900000000000001
2395,40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,Fortnightly,1128,0.0,0,Silver,0.41046153846153843,0.43338461538461537
2396,62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,3984,0.0,0,Platinum,0.8716153846153847,0.43338461538461537
2397,38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly,1722,0.0,0,Silver,0.5416410256410257,0.5586153846153846
2398,37,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,41,Venmo,Monthly,1092,0.0,0,Silver,0.5217179487179486,0.3070769230769231
2399,65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,Fortnightly,3645,0.0,1,Platinum,0.8237179487179487,0.43338461538461537
2400,55,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly,1408,0.0,0,Silver,0.4946153846153847,0.3070769230769231
